_id,venta,producto_variedad,color,talla,sku,cantidad,precio,createdAT,tenant
685310b5fed82d2f95e0f8bb,685310b5fed82d2f95e0f8ba,6852ddc311304d6fc7c273f7,Amarillo,Único,184TECAUDAMAÚ78,1,144,2024-06-11T13:17:08.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8bc,685310b5fed82d2f95e0f8ba,6852ddc311304d6fc7c2744b,Rosado,XS,191RPNCAMROSX43,1,102,2024-06-11T13:17:08.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8be,685310b5fed82d2f95e0f8bd,6852ddc311304d6fc7c27009,Rojo,44,86CAMZACROJ466,1,147,2024-06-12T18:46:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c0,685310b5fed82d2f95e0f8bf,6852ddc311304d6fc7c26fa3,Naranja,XL,78RPMGORNARX04,1,99,2024-06-12T13:33:12.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c1,685310b5fed82d2f95e0f8bf,6852ddc311304d6fc7c270bf,Blanco,Único,106ACFNECBLAÚ26,1,224,2024-06-12T13:33:12.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c3,685310b5fed82d2f95e0f8c2,6852ddc311304d6fc7c274ab,Azul,Único,200MMNMONAZUÚ31,1,59,2024-06-12T20:46:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c5,685310b5fed82d2f95e0f8c4,6852ddc311304d6fc7c2718a,Blanco,Único,128MMNMONBLAÚ10,1,123,2024-06-12T12:29:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c7,685310b5fed82d2f95e0f8c6,6852ddc311304d6fc7c27026,Azul,Único,90MMNLONAZUÚ71,1,217,2024-06-12T20:15:31.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8c9,685310b5fed82d2f95e0f8c8,6852ddc311304d6fc7c270bf,Blanco,Único,106ACFNECBLAÚ26,1,224,2024-06-12T15:53:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ca,685310b5fed82d2f95e0f8c8,6852ddc311304d6fc7c27236,Naranja,40,147CAMZADNAR411,1,111,2024-06-12T15:53:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8cc,685310b5fed82d2f95e0f8cb,6852ddc311304d6fc7c26d43,Rojo,XS,28RPNSUDROJX79,1,140,2024-06-12T15:26:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ce,685310b5fed82d2f95e0f8cd,6852ddc311304d6fc7c271e9,Amarillo,Único,139CEMECOAMAÚ51,1,164,2024-06-12T10:51:20.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8cf,685310b5fed82d2f95e0f8cd,6852ddc311304d6fc7c26c63,Amarillo,Único,05ACFBOMAMAÚ22,1,123,2024-06-12T10:51:20.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d0,685310b5fed82d2f95e0f8cd,6852ddc311304d6fc7c26fa2,Naranja,XS,78RPMGORNARX68,1,84,2024-06-12T10:51:20.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d2,685310b5fed82d2f95e0f8d1,6852ddc311304d6fc7c270e7,Rojo,40,110CAMZACROJ468,1,104,2024-06-13T11:15:44.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d3,685310b5fed82d2f95e0f8d1,6852ddc311304d6fc7c26cdc,Morado,Único,17ACFBILMORÚ04,2,148,2024-06-13T11:15:44.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d5,685310b5fed82d2f95e0f8d4,6852ddc311304d6fc7c26fc1,Gris,Único,81CEMCOLGRIÚ31,1,108,2024-06-13T12:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d6,685310b5fed82d2f95e0f8d4,6852ddc311304d6fc7c27441,Rosado,XXL,190RPMSUDROSX35,1,196,2024-06-13T12:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d8,685310b5fed82d2f95e0f8d7,6852ddc311304d6fc7c27188,Amarillo,Único,128MMNMONAMAÚ61,1,57,2024-06-13T09:06:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d9,685310b5fed82d2f95e0f8d7,6852ddc311304d6fc7c27102,Azul,Único,111MMMMOEAZUÚ92,2,161,2024-06-13T09:06:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8da,685310b5fed82d2f95e0f8d7,6852ddc311304d6fc7c26f86,Blanco,M,76RPMROIBLAM31,2,167,2024-06-13T09:06:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8dc,685310b5fed82d2f95e0f8db,6852ddc311304d6fc7c27122,Verde,Único,114CEMECOVERÚ04,1,99,2024-06-13T14:55:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8de,685310b5fed82d2f95e0f8dd,6852ddc311304d6fc7c26f85,Negro,L,76RPMROINEGL74,1,164,2024-06-13T19:20:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8df,685310b5fed82d2f95e0f8dd,6852ddc311304d6fc7c26d06,Rosado,Único,22TECACCROSÚ34,1,57,2024-06-13T19:20:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e0,685310b5fed82d2f95e0f8dd,6852ddc311304d6fc7c26e5a,Amarillo,Único,52ACNLONAMAÚ27,1,74,2024-06-13T19:20:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e2,685310b5fed82d2f95e0f8e1,6852ddc311304d6fc7c2700e,Verde,Único,87MMMMALVERÚ28,1,211,2024-06-13T14:21:11.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e4,685310b5fed82d2f95e0f8e3,6852ddc311304d6fc7c27101,Blanco,Único,111MMMMOEBLAÚ92,1,206,2024-06-13T09:15:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e5,685310b5fed82d2f95e0f8e3,6852ddc311304d6fc7c2744b,Rosado,XS,191RPNCAMROSX43,1,102,2024-06-13T09:15:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e6,685310b5fed82d2f95e0f8e3,6852ddc311304d6fc7c27100,Morado,Único,111MMMMOEMORÚ18,1,239,2024-06-13T09:15:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e8,685310b5fed82d2f95e0f8e7,6852ddc311304d6fc7c27128,Rosado,Único,115ACNCARROSÚ40,1,105,2024-06-14T14:57:30.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ea,685310b5fed82d2f95e0f8e9,6852ddc311304d6fc7c2742e,Café,Único,188ACFBILCAFÚ41,1,151,2024-06-14T15:13:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ec,685310b5fed82d2f95e0f8eb,6852ddc311304d6fc7c27480,Café,L,195RPNGORCAFL21,1,175,2024-06-14T10:42:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ee,685310b5fed82d2f95e0f8ed,6852ddc311304d6fc7c26e1b,Rosado,Único,45MMNLONROSÚ40,1,102,2024-06-14T17:13:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f0,685310b5fed82d2f95e0f8ef,6852ddc311304d6fc7c27007,Rojo,36,86CAMZACROJ322,1,120,2024-06-14T19:33:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f1,685310b5fed82d2f95e0f8ef,6852ddc311304d6fc7c27044,Blanco,Único,93MMNLONBLAÚ48,1,74,2024-06-14T19:33:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f3,685310b5fed82d2f95e0f8f2,6852ddc311304d6fc7c2715f,Naranja,Único,122CENPERNARÚ71,1,206,2024-06-14T17:38:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f5,685310b5fed82d2f95e0f8f4,6852ddc311304d6fc7c26eed,Azul Marino,Único,63CENCOIAZMÚ64,2,87,2024-06-14T18:11:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f7,685310b5fed82d2f95e0f8f6,6852ddc311304d6fc7c27013,Azul,Único,88ACNCARAZUÚ09,1,76,2024-06-15T13:26:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f8,685310b5fed82d2f95e0f8f6,6852ddc311304d6fc7c27365,Gris,Único,173CENCOIGRIÚ16,1,249,2024-06-15T13:26:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8fa,685310b5fed82d2f95e0f8f9,6852ddc311304d6fc7c27280,Rosado,Único,153MMMMOUROSÚ94,1,249,2024-06-15T20:26:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8fc,685310b5fed82d2f95e0f8fb,6852ddc311304d6fc7c26e1b,Rosado,Único,45MMNLONROSÚ40,1,102,2024-06-15T11:53:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8fd,685310b5fed82d2f95e0f8fb,6852ddc311304d6fc7c27350,Azul Marino,Único,169CENPERAZMÚ14,2,74,2024-06-15T11:53:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ff,685310b5fed82d2f95e0f8fe,6852ddc311304d6fc7c26dc5,Café,Único,37ACNCARCAFÚ02,1,91,2024-06-15T17:50:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f901,685310b5fed82d2f95e0f900,6852ddc311304d6fc7c2743f,Rosado,XL,190RPMSUDROSX96,1,144,2024-06-15T18:12:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f902,685310b5fed82d2f95e0f900,6852ddc311304d6fc7c26fb8,Morado,Único,80TECPOWMORÚ84,1,64,2024-06-15T18:12:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f904,685310b5fed82d2f95e0f903,6852ddc311304d6fc7c272fe,Azul,Único,161TECGAIAZUÚ87,1,130,2024-06-15T15:58:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f906,685310b5fed82d2f95e0f905,6852ddc311304d6fc7c26e1a,Azul,Único,45MMNLONAZUÚ02,1,90,2024-06-15T13:35:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f908,685310b5fed82d2f95e0f907,6852ddc311304d6fc7c2700d,Rosado,Único,87MMMMALROSÚ88,1,144,2024-06-16T19:28:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90a,685310b5fed82d2f95e0f909,6852ddc311304d6fc7c26f00,Rojo,44,64CANBOTROJ429,1,197,2024-06-16T14:09:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90b,685310b5fed82d2f95e0f909,6852ddc311304d6fc7c26dc6,Rojo,Único,37ACNCARROJÚ85,1,109,2024-06-16T14:09:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90d,685310b5fed82d2f95e0f90c,6852ddc311304d6fc7c26dad,Gris,S,35RPNCHAGRIS31,1,64,2024-06-16T11:04:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90e,685310b5fed82d2f95e0f90c,6852ddc311304d6fc7c26f41,Azul Marino,Único,71MMNLONAZMÚ33,1,161,2024-06-16T11:04:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f910,685310b5fed82d2f95e0f90f,6852ddc311304d6fc7c26cd4,Azul Marino,36,16CANSANAZM361,1,195,2024-06-16T14:55:12.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f911,685310b5fed82d2f95e0f90f,6852ddc311304d6fc7c27128,Rosado,Único,115ACNCARROSÚ40,1,105,2024-06-16T14:55:12.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f913,685310b5fed82d2f95e0f912,6852ddc311304d6fc7c26e1b,Rosado,Único,45MMNLONROSÚ40,1,102,2024-06-16T18:17:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f915,685310b5fed82d2f95e0f914,6852ddc311304d6fc7c26e7d,Blanco,S,55RPFGORBLAS56,1,171,2024-06-16T17:57:51.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f917,685310b5fed82d2f95e0f916,6852ddc311304d6fc7c26c5c,Café,Único,04MMMMOPCAFÚ62,1,176,2024-06-16T19:16:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f918,685310b5fed82d2f95e0f916,6852ddc311304d6fc7c27271,Naranja,36,152CANBOTNAR350,1,176,2024-06-16T19:16:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91a,685310b5fed82d2f95e0f919,6852ddc311304d6fc7c26d06,Rosado,Único,22TECACCROSÚ34,2,57,2024-06-17T10:01:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91c,685310b5fed82d2f95e0f91b,6852ddc311304d6fc7c26f48,Café,Único,72MMFMALCAFÚ73,1,248,2024-06-17T16:54:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91e,685310b5fed82d2f95e0f91d,6852ddc311304d6fc7c271f1,Morado,Único,140MMNLONMORÚ57,1,252,2024-06-17T13:43:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f920,685310b5fed82d2f95e0f91f,6852ddc311304d6fc7c26f48,Café,Único,72MMFMALCAFÚ73,1,248,2024-06-17T16:44:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f922,685310b5fed82d2f95e0f921,6852ddc311304d6fc7c2749b,Gris,Único,198TECGAIGRIÚ25,1,87,2024-06-17T19:56:44.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f924,685310b5fed82d2f95e0f923,6852ddc311304d6fc7c27044,Blanco,Único,93MMNLONBLAÚ48,1,74,2024-06-17T14:30:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f926,685310b5fed82d2f95e0f925,6852ddc311304d6fc7c26c63,Amarillo,Único,05ACFBOMAMAÚ22,1,123,2024-06-17T16:59:58.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f928,685310b5fed82d2f95e0f927,6852ddc311304d6fc7c2724b,Naranja,Único,148CENCOINARÚ45,1,136,2024-06-18T19:46:32.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f929,685310b5fed82d2f95e0f927,6852ddc311304d6fc7c272fe,Azul,Único,161TECGAIAZUÚ87,1,130,2024-06-18T19:46:32.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92a,685310b5fed82d2f95e0f927,6852ddc311304d6fc7c270e7,Rojo,40,110CAMZACROJ468,2,104,2024-06-18T19:46:32.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92c,685310b5fed82d2f95e0f92b,6852ddc311304d6fc7c26fee,Morado,37,85CAFZACMOR316,1,123,2024-06-18T12:30:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92e,685310b5fed82d2f95e0f92d,6852ddc311304d6fc7c27128,Rosado,Único,115ACNCARROSÚ40,1,105,2024-06-18T20:32:07.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f930,685310b5fed82d2f95e0f92f,6852ddc311304d6fc7c26e86,Azul Marino,38,56CAMZACAZM319,1,200,2024-06-18T14:27:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f932,685310b5fed82d2f95e0f931,6852ddc311304d6fc7c272f0,Amarillo,Único,159ACFESTAMAÚ88,2,83,2024-06-18T16:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f933,685310b5fed82d2f95e0f931,6852ddc311304d6fc7c26ee0,Café,XXL,62RPNGORCAFX14,1,73,2024-06-18T16:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f935,685310b5fed82d2f95e0f934,6852ddc311304d6fc7c273c2,Negro,Único,180ACFBOMNEGÚ09,1,130,2024-06-18T20:22:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f937,685310b5fed82d2f95e0f936,6852ddc311304d6fc7c26d5e,Gris,S,30RPNCHAGRIS90,1,84,2024-06-18T11:20:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f938,685310b5fed82d2f95e0f936,6852ddc311304d6fc7c271e3,Rojo,Único,138TECACCROJÚ96,1,111,2024-06-18T11:20:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93a,685310b5fed82d2f95e0f939,6852ddc311304d6fc7c2731e,Rosado,Único,165MMMBODROSÚ17,1,218,2024-06-19T14:32:53.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93c,685310b5fed82d2f95e0f93b,6852ddc311304d6fc7c271e3,Rojo,Único,138TECACCROJÚ96,1,111,2024-06-19T13:53:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93e,685310b5fed82d2f95e0f93d,6852ddc311304d6fc7c271e3,Rojo,Único,138TECACCROJÚ96,1,111,2024-06-19T09:42:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93f,685310b5fed82d2f95e0f93d,6852ddc311304d6fc7c26ccb,Rosado,Único,15TECACCROSÚ21,1,150,2024-06-19T09:42:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f941,685310b5fed82d2f95e0f940,6852ddc311304d6fc7c2749c,Café,Único,198TECGAICAFÚ63,1,123,2024-06-19T13:34:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f943,685310b5fed82d2f95e0f942,6852ddc311304d6fc7c26cd6,Azul Marino,43,16CANSANAZM490,1,178,2024-06-19T14:07:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f945,685310b5fed82d2f95e0f944,6852ddc311304d6fc7c26feb,Morado,42,85CAFZACMOR497,1,104,2024-06-19T11:57:56.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f947,685310b5fed82d2f95e0f946,6852ddc311304d6fc7c27174,Rosado,Único,125CEFECOROSÚ66,2,134,2024-06-19T11:06:46.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f949,685310b5fed82d2f95e0f948,6852ddc311304d6fc7c27013,Azul,Único,88ACNCARAZUÚ09,1,76,2024-06-20T17:30:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94b,685310b5fed82d2f95e0f94a,6852ddc311304d6fc7c26c5a,Gris,Único,04MMMMOPGRIÚ37,1,242,2024-06-20T10:23:04.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94d,685310b5fed82d2f95e0f94c,6852ddc311304d6fc7c27113,Amarillo,XXL,113RPMROIAMAX06,2,94,2024-06-20T13:22:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94f,685310b5fed82d2f95e0f94e,6852ddc311304d6fc7c272e1,Rosado,S,157RPFGORROSS82,1,175,2024-06-20T17:01:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f951,685310b5fed82d2f95e0f950,6852ddc311304d6fc7c26c73,Verde,Único,07MMMMOEVERÚ29,1,155,2024-06-20T16:51:56.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f953,685310b5fed82d2f95e0f952,6852ddc311304d6fc7c27410,Negro,37,186CANZACNEG376,2,125,2024-06-20T17:40:36.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f955,685310b5fed82d2f95e0f954,6852ddc311304d6fc7c26c63,Amarillo,Único,05ACFBOMAMAÚ22,1,123,2024-06-20T12:59:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f957,685310b5fed82d2f95e0f956,6852ddc311304d6fc7c274aa,Café,Único,200MMNMONCAFÚ18,1,119,2024-06-21T15:45:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f958,685310b5fed82d2f95e0f956,6852ddc311304d6fc7c27205,Blanco,43,142CAFZADBLA492,1,168,2024-06-21T15:45:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95a,685310b5fed82d2f95e0f959,6852ddc311304d6fc7c26fa3,Naranja,XL,78RPMGORNARX04,2,99,2024-06-21T14:55:27.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95c,685310b5fed82d2f95e0f95b,6852ddc311304d6fc7c26ee2,Negro,XXL,62RPNGORNEGX66,2,126,2024-06-21T09:43:15.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95e,685310b5fed82d2f95e0f95d,6852ddc311304d6fc7c270bf,Blanco,Único,106ACFNECBLAÚ26,1,224,2024-06-21T09:25:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95f,685310b5fed82d2f95e0f95d,6852ddc311304d6fc7c27289,Café,44,154CANZADCAF420,1,139,2024-06-21T09:25:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f961,685310b5fed82d2f95e0f960,6852ddc311304d6fc7c272e0,Rosado,XXL,157RPFGORROSX39,2,195,2024-06-21T10:41:42.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f963,685310b5fed82d2f95e0f962,6852ddc311304d6fc7c26eb0,Negro,Único,57CEMPRENEGÚ41,1,223,2024-06-21T16:38:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f965,685310b5fed82d2f95e0f964,6852ddc311304d6fc7c2708b,Negro,Único,99ACNCARNEGÚ00,1,109,2024-06-21T17:12:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f967,685310b5fed82d2f95e0f966,6852ddc311304d6fc7c274ab,Azul,Único,200MMNMONAZUÚ31,1,59,2024-06-22T09:10:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f969,685310b5fed82d2f95e0f968,6852ddc311304d6fc7c27296,Verde,35,154CANZADVER325,1,154,2024-06-22T18:27:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f96b,685310b5fed82d2f95e0f96a,6852ddc311304d6fc7c2704f,Café,Único,95CENCOICAFÚ54,1,105,2024-06-22T10:05:40.000Z,6852dbf5c4a6f8d1a81074f6
