_id,cliente,total,estado,createdAT,tenant
685310b5fed82d2f95e0f8c8,6852e015ec28a0201afd541e,335,Procesado,2024-06-12T15:53:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8cb,6852e015ec28a0201afd5423,140,Procesado,2024-06-12T15:26:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8cd,6852e00dec28a0201afd5398,371,Procesado,2024-06-12T10:51:20.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d1,6852e011ec28a0201afd53d7,400,Procesado,2024-06-13T11:15:44.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d4,6852e014ec28a0201afd5413,304,Procesado,2024-06-13T12:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8d7,6852e017ec28a0201afd5441,713,Procesado,2024-06-13T09:06:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8db,6852e010ec28a0201afd53d3,99,Procesado,2024-06-13T14:55:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8dd,6852e010ec28a0201afd53cb,295,Procesado,2024-06-13T19:20:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e1,6852e015ec28a0201afd541e,211,Procesado,2024-06-13T14:21:11.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e3,6852e015ec28a0201afd5421,547,Procesado,2024-06-13T09:15:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e7,6852e011ec28a0201afd53d9,105,Procesado,2024-06-14T14:57:30.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8e9,6852e00dec28a0201afd539a,151,Procesado,2024-06-14T15:13:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8eb,6852e00cec28a0201afd5385,175,Procesado,2024-06-14T10:42:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ed,6852e011ec28a0201afd53e4,102,Procesado,2024-06-14T17:13:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8ef,6852e00dec28a0201afd5395,194,Procesado,2024-06-14T19:33:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f2,6852e014ec28a0201afd5416,206,Procesado,2024-06-14T17:38:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f4,6852e00cec28a0201afd5384,174,Procesado,2024-06-14T18:11:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f6,6852e017ec28a0201afd5443,325,Procesado,2024-06-15T13:26:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8f9,6852e00eec28a0201afd53a4,249,Procesado,2024-06-15T20:26:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8fb,6852e017ec28a0201afd5442,250,Procesado,2024-06-15T11:53:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f8fe,6852e016ec28a0201afd543d,91,Procesado,2024-06-15T17:50:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f900,6852e00cec28a0201afd538f,208,Procesado,2024-06-15T18:12:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f903,6852e014ec28a0201afd540f,130,Procesado,2024-06-15T15:58:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f905,6852e016ec28a0201afd543d,90,Procesado,2024-06-15T13:35:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f907,6852e017ec28a0201afd5443,144,Procesado,2024-06-16T19:28:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f909,6852e010ec28a0201afd53c6,306,Procesado,2024-06-16T14:09:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90c,6852e014ec28a0201afd540d,225,Procesado,2024-06-16T11:04:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f90f,6852e012ec28a0201afd53eb,300,Procesado,2024-06-16T14:55:12.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f912,6852e00fec28a0201afd53b7,102,Procesado,2024-06-16T18:17:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f914,6852e013ec28a0201afd5400,171,Procesado,2024-06-16T17:57:51.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f916,6852e016ec28a0201afd5436,352,Procesado,2024-06-16T19:16:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f919,6852e017ec28a0201afd5442,114,Procesado,2024-06-17T10:01:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91b,6852e010ec28a0201afd53d0,248,Procesado,2024-06-17T16:54:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91d,6852e013ec28a0201afd5400,252,Procesado,2024-06-17T13:43:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f91f,6852e015ec28a0201afd5424,248,Procesado,2024-06-17T16:44:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f921,6852e012ec28a0201afd53f3,87,Procesado,2024-06-17T19:56:44.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f923,6852e00eec28a0201afd53b4,74,Procesado,2024-06-17T14:30:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f925,6852e014ec28a0201afd541a,123,Procesado,2024-06-17T16:59:58.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f927,6852e017ec28a0201afd5445,474,Procesado,2024-06-18T19:46:32.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92b,6852e010ec28a0201afd53d4,123,Procesado,2024-06-18T12:30:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92d,6852e00dec28a0201afd539f,105,Procesado,2024-06-18T20:32:07.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f92f,6852e010ec28a0201afd53d6,200,Procesado,2024-06-18T14:27:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f931,6852e016ec28a0201afd5431,239,Procesado,2024-06-18T16:57:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f934,6852e010ec28a0201afd53cb,130,Procesado,2024-06-18T20:22:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f936,6852e012ec28a0201afd53f6,195,Procesado,2024-06-18T11:20:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f939,6852e017ec28a0201afd5443,218,Procesado,2024-06-19T14:32:53.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93b,6852e012ec28a0201afd53f6,111,Procesado,2024-06-19T13:53:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f93d,6852e00fec28a0201afd53c1,261,Procesado,2024-06-19T09:42:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f940,6852e013ec28a0201afd5403,123,Procesado,2024-06-19T13:34:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f942,6852e015ec28a0201afd5428,178,Procesado,2024-06-19T14:07:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f944,6852e013ec28a0201afd5400,104,Procesado,2024-06-19T11:57:56.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f946,6852e010ec28a0201afd53ca,268,Procesado,2024-06-19T11:06:46.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f948,6852e012ec28a0201afd53f5,76,Procesado,2024-06-20T17:30:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94a,6852e00eec28a0201afd53ad,242,Procesado,2024-06-20T10:23:04.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94c,6852e015ec28a0201afd5427,188,Procesado,2024-06-20T13:22:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f94e,6852e010ec28a0201afd53d5,175,Procesado,2024-06-20T17:01:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f950,6852e00cec28a0201afd538a,155,Procesado,2024-06-20T16:51:56.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f952,6852e011ec28a0201afd53e0,250,Procesado,2024-06-20T17:40:36.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f954,6852e00eec28a0201afd53b3,123,Procesado,2024-06-20T12:59:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f956,6852e011ec28a0201afd53e1,287,Procesado,2024-06-21T15:45:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f959,6852e017ec28a0201afd5441,198,Procesado,2024-06-21T14:55:27.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95b,6852e00dec28a0201afd539a,252,Procesado,2024-06-21T09:43:15.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f95d,6852e00fec28a0201afd53c4,363,Procesado,2024-06-21T09:25:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f960,6852e016ec28a0201afd5431,390,Procesado,2024-06-21T10:41:42.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f962,6852e016ec28a0201afd5434,223,Procesado,2024-06-21T16:38:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f964,6852e011ec28a0201afd53e7,109,Procesado,2024-06-21T17:12:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f966,6852e011ec28a0201afd53dd,59,Procesado,2024-06-22T09:10:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f968,6852e00cec28a0201afd5388,154,Procesado,2024-06-22T18:27:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f96a,6852e00fec28a0201afd53be,105,Procesado,2024-06-22T10:05:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f96c,6852e014ec28a0201afd540f,199,Procesado,2024-06-22T18:32:27.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f96f,6852e00dec28a0201afd539c,207,Procesado,2024-06-22T14:23:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f972,6852e00cec28a0201afd538a,434,Procesado,2024-06-22T09:55:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f974,6852e015ec28a0201afd5423,273,Procesado,2024-06-22T14:19:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f977,6852e012ec28a0201afd53ed,71,Procesado,2024-06-23T13:20:19.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f979,6852e017ec28a0201afd5444,113,Procesado,2024-06-23T09:24:09.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f97b,6852e011ec28a0201afd53e7,168,Procesado,2024-06-23T14:17:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f97d,6852e013ec28a0201afd5408,206,Procesado,2024-06-23T18:31:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f97f,6852e012ec28a0201afd53f3,304,Procesado,2024-06-23T17:28:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f982,6852e010ec28a0201afd53c6,359,Procesado,2024-06-23T18:01:21.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f985,6852e00fec28a0201afd53c3,133,Procesado,2024-06-23T16:46:45.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f987,6852e011ec28a0201afd53d7,136,Procesado,2024-06-24T10:30:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f989,6852e016ec28a0201afd543d,123,Procesado,2024-06-24T19:00:09.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f98b,6852e016ec28a0201afd543f,161,Procesado,2024-06-24T15:35:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f98d,6852e016ec28a0201afd5434,169,Procesado,2024-06-24T11:02:23.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f990,6852e016ec28a0201afd543a,125,Procesado,2024-06-24T11:33:50.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f992,6852e00dec28a0201afd539b,59,Procesado,2024-06-24T14:54:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f994,6852e00fec28a0201afd53bc,84,Procesado,2024-06-24T15:12:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f996,6852e013ec28a0201afd540a,90,Procesado,2024-06-25T16:18:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f998,6852e014ec28a0201afd5414,74,Procesado,2024-06-25T13:08:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f99a,6852e017ec28a0201afd5441,283,Procesado,2024-06-25T19:08:59.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f99d,6852e012ec28a0201afd53e9,184,Procesado,2024-06-25T15:42:58.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9a0,6852e012ec28a0201afd53ed,195,Procesado,2024-06-25T13:08:16.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9a2,6852e015ec28a0201afd5426,77,Procesado,2024-06-25T16:44:59.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9a4,6852e015ec28a0201afd5422,102,Procesado,2024-06-25T15:25:38.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9a6,6852e015ec28a0201afd5423,120,Procesado,2024-06-26T18:54:30.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9a8,6852e010ec28a0201afd53cd,280,Procesado,2024-06-26T14:31:51.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ab,6852e00bec28a0201afd537f,144,Procesado,2024-06-26T19:19:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ad,6852e010ec28a0201afd53d2,161,Procesado,2024-06-26T20:01:25.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9b0,6852e00eec28a0201afd53aa,190,Procesado,2024-06-26T18:50:01.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9b2,6852e00fec28a0201afd53bb,167,Procesado,2024-06-26T09:31:10.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9b4,6852e00dec28a0201afd539a,118,Procesado,2024-06-26T13:45:16.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9b6,6852e011ec28a0201afd53de,74,Procesado,2024-06-27T14:40:39.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9b8,6852e014ec28a0201afd5415,518,Procesado,2024-06-27T10:54:53.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9bc,6852e016ec28a0201afd5433,84,Procesado,2024-06-27T12:33:48.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9be,6852e015ec28a0201afd5428,101,Procesado,2024-06-27T17:10:36.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9c0,6852e014ec28a0201afd540d,147,Procesado,2024-06-27T16:10:30.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9c2,6852e013ec28a0201afd53fd,130,Procesado,2024-06-27T13:35:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9c4,6852e010ec28a0201afd53c9,401,Procesado,2024-06-27T18:17:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9c7,6852e015ec28a0201afd542a,283,Procesado,2024-06-28T11:50:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ca,6852e012ec28a0201afd53ea,447,Procesado,2024-06-28T11:00:06.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ce,6852e00fec28a0201afd53c4,88,Procesado,2024-06-28T15:07:00.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9d0,6852e010ec28a0201afd53d4,658,Procesado,2024-06-28T09:30:54.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9d4,6852e00fec28a0201afd53b5,287,Procesado,2024-06-28T12:18:56.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9d7,6852e013ec28a0201afd540b,90,Procesado,2024-06-28T12:30:49.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9d9,6852e00dec28a0201afd5395,394,Procesado,2024-06-28T20:54:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9db,6852e014ec28a0201afd541a,83,Procesado,2024-06-29T10:13:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9dd,6852e014ec28a0201afd5416,188,Procesado,2024-06-29T15:33:17.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9df,6852e00eec28a0201afd53b3,587,Procesado,2024-06-29T15:15:07.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9e2,6852e00eec28a0201afd53a7,130,Procesado,2024-06-29T12:22:36.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9e4,6852e010ec28a0201afd53d1,126,Procesado,2024-06-29T10:09:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9e6,6852e00dec28a0201afd5397,57,Procesado,2024-06-29T11:15:21.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9e8,6852e00cec28a0201afd5382,299,Procesado,2024-06-29T09:44:07.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9eb,6852e00cec28a0201afd538d,143,Procesado,2024-06-30T15:39:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ed,6852e011ec28a0201afd53de,172,Procesado,2024-06-30T11:48:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9ef,6852e012ec28a0201afd53ef,179,Procesado,2024-06-30T11:57:03.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9f1,6852e013ec28a0201afd5401,218,Procesado,2024-06-30T20:20:05.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9f3,6852e014ec28a0201afd541a,171,Procesado,2024-06-30T10:10:48.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9f6,6852e00fec28a0201afd53c0,164,Procesado,2024-06-30T16:04:48.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9f9,6852e016ec28a0201afd5430,198,Procesado,2024-06-30T20:47:57.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9fb,6852e014ec28a0201afd5416,246,Procesado,2024-07-01T20:28:40.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0f9fe,6852e00eec28a0201afd53b1,273,Procesado,2024-07-01T19:46:08.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa01,6852e00eec28a0201afd53ad,104,Procesado,2024-07-01T11:46:14.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa03,6852e011ec28a0201afd53e1,113,Procesado,2024-07-01T09:04:11.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa05,6852e011ec28a0201afd53dc,84,Procesado,2024-07-01T18:38:28.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa07,6852e011ec28a0201afd53db,250,Procesado,2024-07-02T09:19:02.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa0a,6852e010ec28a0201afd53cd,352,Procesado,2024-07-02T10:53:38.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa0c,6852e013ec28a0201afd53fc,120,Procesado,2024-07-02T11:08:43.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa0e,6852e00dec28a0201afd5398,185,Procesado,2024-07-02T16:10:33.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa10,6852e00fec28a0201afd53b5,133,Procesado,2024-07-02T19:20:13.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa12,6852e016ec28a0201afd542e,254,Procesado,2024-07-03T10:15:35.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa14,6852e00dec28a0201afd53a3,118,Procesado,2024-07-03T12:47:30.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa16,6852e012ec28a0201afd53f9,487,Procesado,2024-07-03T19:12:38.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa19,6852e012ec28a0201afd53e9,210,Procesado,2024-07-03T17:25:46.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa1b,6852e016ec28a0201afd5437,195,Procesado,2024-07-03T19:38:52.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa1d,6852e016ec28a0201afd543f,349,Procesado,2024-07-04T10:14:10.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa20,6852e016ec28a0201afd543a,338,Procesado,2024-07-04T12:21:55.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa23,6852e013ec28a0201afd5408,274,Procesado,2024-07-04T19:51:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa25,6852e011ec28a0201afd53da,261,Procesado,2024-07-04T12:38:26.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa28,6852e010ec28a0201afd53cb,179,Procesado,2024-07-04T14:23:19.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa2a,6852e015ec28a0201afd5423,95,Procesado,2024-07-05T18:54:24.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa2c,6852e016ec28a0201afd543f,90,Procesado,2024-07-05T14:50:20.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa2e,6852e011ec28a0201afd53d7,161,Procesado,2024-07-05T20:52:04.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa30,6852e013ec28a0201afd5402,250,Procesado,2024-07-05T17:26:47.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa32,6852e00fec28a0201afd53b9,264,Procesado,2024-07-05T11:10:09.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa35,6852e00bec28a0201afd537f,137,Procesado,2024-07-06T18:38:41.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa37,6852e00fec28a0201afd53c5,866,Procesado,2024-07-06T20:29:18.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa3a,6852e011ec28a0201afd53e7,80,Procesado,2024-07-06T14:06:13.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa3c,6852e00dec28a0201afd5394,211,Procesado,2024-07-06T20:58:21.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa3e,6852e013ec28a0201afd5400,224,Procesado,2024-07-06T12:36:42.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa41,6852e017ec28a0201afd5441,198,Procesado,2024-07-07T14:36:09.000Z,6852dbf5c4a6f8d1a81074f6
685310b5fed82d2f95e0fa43,6852e016ec28a0201afd5434,111,Procesado,2024-07-07T17:52:48.000Z,6852dbf5c4a6f8d1a81074f6
