_id,hxd,color,talla,sku,cantidad,precio,producto,tenant,createdAT,__v
6852ddc311304d6fc7c26c83,#FFFF00,Amarillo,XS,09RPNCAMAMAX00,-26,0,6852ddc311304d6fc7c26c7b,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:45:17.000Z,0
6852ddc311304d6fc7c26c84,#FFFF00,Amarillo,L,09RPNCAMAMAL59,-26,0,6852ddc311304d6fc7c26c7b,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:45:17.000Z,0
6852ddc311304d6fc7c26c85,#FFFF00,Amarillo,XXL,09RPNCAMAMAX01,-26,0,6852ddc311304d6fc7c26c7b,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:45:17.000Z,0
6852ddc311304d6fc7c26c86,#FFFF00,Amarillo,M,09RPNCAMAMAM91,-26,0,6852ddc311304d6fc7c26c7b,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:45:17.000Z,0
6852ddc311304d6fc7c26c87,#FFFF00,Amarillo,XL,09RPNCAMAMAX27,-26,0,6852ddc311304d6fc7c26c7b,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:45:17.000Z,0
6852ddc311304d6fc7c26c8a,#800080,Morado,Único,10ACFBILMORÚ60,108,113,6852ddc311304d6fc7c26c89,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:36:17.000Z,0
6852ddc311304d6fc7c26c8b,#808080,Gris,Único,10ACFBILGRIÚ70,111,118,6852ddc311304d6fc7c26c89,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:36:17.000Z,0
6852ddc311304d6fc7c26c92,#FFFF00,Amarillo,Único,11ACMESTAMAÚ33,-26,0,6852ddc311304d6fc7c26c91,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:53:17.000Z,0
6852ddc311304d6fc7c26c95,#0000FF,Azul,Único,12MMNMOEAZUÚ48,-26,0,6852ddc311304d6fc7c26c94,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:41:17.000Z,0
6852ddc311304d6fc7c26c96,#008000,Verde,Único,12MMNMOEVERÚ77,-26,0,6852ddc311304d6fc7c26c94,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:41:17.000Z,0
6852ddc311304d6fc7c26c97,#FFFF00,Amarillo,Único,12MMNMOEAMAÚ22,-26,0,6852ddc311304d6fc7c26c94,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:41:17.000Z,0
6852ddc311304d6fc7c26c9e,#000000,Negro,40,13CAMZACNEG495,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26c9f,#000000,Negro,43,13CAMZACNEG479,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca0,#000000,Negro,44,13CAMZACNEG494,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca1,#000000,Negro,36,13CAMZACNEG348,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca2,#000000,Negro,38,13CAMZACNEG323,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca3,#000000,Negro,42,13CAMZACNEG446,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca4,#000000,Negro,39,13CAMZACNEG358,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca5,#FFC0CB,Rosado,43,13CAMZACROS465,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca6,#FFC0CB,Rosado,44,13CAMZACROS483,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca7,#FFC0CB,Rosado,38,13CAMZACROS376,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca8,#FFC0CB,Rosado,37,13CAMZACROS388,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26ca9,#FFC0CB,Rosado,41,13CAMZACROS437,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26caa,#FFC0CB,Rosado,42,13CAMZACROS466,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cab,#FFC0CB,Rosado,40,13CAMZACROS477,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cac,#FFC0CB,Rosado,35,13CAMZACROS316,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cad,#FFC0CB,Rosado,36,13CAMZACROS385,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cae,#808080,Gris,39,13CAMZACGRI362,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26caf,#808080,Gris,35,13CAMZACGRI396,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb0,#808080,Gris,42,13CAMZACGRI471,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb1,#808080,Gris,43,13CAMZACGRI415,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb2,#808080,Gris,41,13CAMZACGRI425,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb3,#808080,Gris,40,13CAMZACGRI446,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb4,#808080,Gris,38,13CAMZACGRI324,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb5,#FF0000,Rojo,35,13CAMZACROJ368,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb6,#FF0000,Rojo,38,13CAMZACROJ366,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb7,#FF0000,Rojo,43,13CAMZACROJ426,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb8,#FF0000,Rojo,36,13CAMZACROJ366,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cb9,#FF0000,Rojo,39,13CAMZACROJ342,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cba,#FF0000,Rojo,42,13CAMZACROJ441,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cbb,#FF0000,Rojo,41,13CAMZACROJ432,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cbc,#FF0000,Rojo,40,13CAMZACROJ490,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cbd,#FF0000,Rojo,37,13CAMZACROJ353,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cbe,#FF0000,Rojo,44,13CAMZACROJ450,-26,0,6852ddc311304d6fc7c26c9d,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:18:17.000Z,0
6852ddc311304d6fc7c26cc1,#008000,Verde,XL,14RPNPANVERX66,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc2,#008000,Verde,XXL,14RPNPANVERX19,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc3,#008000,Verde,L,14RPNPANVERL19,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc4,#008000,Verde,S,14RPNPANVERS36,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc5,#008000,Verde,M,14RPNPANVERM78,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc6,#FF0000,Rojo,L,14RPNPANROJL18,-26,0,6852ddc311304d6fc7c26cc0,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:14:17.000Z,0
6852ddc311304d6fc7c26cc9,#000080,Azul Marino,Único,15TECACCAZMÚ20,51,59,6852ddc311304d6fc7c26cc8,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:25:17.000Z,0
6852ddc311304d6fc7c26cca,#0000FF,Azul,Único,15TECACCAZUÚ50,12,62,6852ddc311304d6fc7c26cc8,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:25:17.000Z,0
6852ddc311304d6fc7c26ccb,#FFC0CB,Rosado,Único,15TECACCROSÚ21,86,150,6852ddc311304d6fc7c26cc8,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:25:17.000Z,0
6852ddc311304d6fc7c26ccc,#FF0000,Rojo,Único,15TECACCROJÚ42,-4,119,6852ddc311304d6fc7c26cc8,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:25:17.000Z,0
6852ddc311304d6fc7c26cd2,#000080,Azul Marino,35,16CANSANAZM308,97,155,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cd3,#000080,Azul Marino,37,16CANSANAZM374,101,137,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cd4,#000080,Azul Marino,36,16CANSANAZM361,27,195,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cd5,#000080,Azul Marino,38,16CANSANAZM375,6,157,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cd6,#000080,Azul Marino,43,16CANSANAZM490,59,178,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cd7,#000080,Azul Marino,39,16CANSANAZM312,36,141,6852ddc311304d6fc7c26cd1,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:19:17.000Z,0
6852ddc311304d6fc7c26cda,#FF0000,Rojo,Único,17ACFBILROJÚ00,104,140,6852ddc311304d6fc7c26cd9,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:49:17.000Z,0
6852ddc311304d6fc7c26cdb,#FFC0CB,Rosado,Único,17ACFBILROSÚ51,55,237,6852ddc311304d6fc7c26cd9,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:49:17.000Z,0
6852ddc311304d6fc7c26cdc,#800080,Morado,Único,17ACFBILMORÚ04,86,148,6852ddc311304d6fc7c26cd9,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:49:17.000Z,0
6852ddc311304d6fc7c26cdd,#000080,Azul Marino,Único,17ACFBILAZMÚ52,25,137,6852ddc311304d6fc7c26cd9,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:49:17.000Z,0
6852ddc311304d6fc7c26ce2,#FFFF00,Amarillo,Único,18CENPERAMAÚ77,314,84,6852ddc311304d6fc7c26ce1,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:56:17.000Z,0
6852ddc311304d6fc7c26ce7,#A52A2A,Café,41,19CANZACCAF440,-26,0,6852ddc311304d6fc7c26ce6,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:54:17.000Z,0
6852ddc311304d6fc7c26ce8,#A52A2A,Café,39,19CANZACCAF330,-26,0,6852ddc311304d6fc7c26ce6,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:54:17.000Z,0
6852ddc311304d6fc7c26cec,#FFFFFF,Blanco,L,20RPMROIBLAL78,46,172,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26ced,#FFFFFF,Blanco,XXL,20RPMROIBLAX31,9,174,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cee,#FFFFFF,Blanco,XL,20RPMROIBLAX86,24,162,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cef,#FFFFFF,Blanco,S,20RPMROIBLAS46,-10,137,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf0,#FFFFFF,Blanco,M,20RPMROIBLAM75,-23,101,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf1,#808080,Gris,L,20RPMROIGRIL41,34,119,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf2,#808080,Gris,XXL,20RPMROIGRIX13,-8,162,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf3,#A52A2A,Café,XS,20RPMROICAFX48,45,98,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf4,#A52A2A,Café,M,20RPMROICAFM07,17,102,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf5,#A52A2A,Café,S,20RPMROICAFS29,-11,168,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cf6,#800080,Morado,L,20RPMROIMORL89,-8,178,6852ddc311304d6fc7c26ceb,6852dbf5c4a6f8d1a81074f6,2025-04-16T23:55:17.000Z,0
6852ddc311304d6fc7c26cfb,#FF0000,Rojo,XL,21RPNSUDROJX27,56,60,6852ddc311304d6fc7c26cfa,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:26:17.000Z,0
6852ddc311304d6fc7c26cfc,#FF0000,Rojo,XXL,21RPNSUDROJX45,121,104,6852ddc311304d6fc7c26cfa,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:26:17.000Z,0
6852ddc311304d6fc7c26cfd,#FFC0CB,Rosado,L,21RPNSUDROSL38,56,73,6852ddc311304d6fc7c26cfa,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:26:17.000Z,0
6852ddc311304d6fc7c26cfe,#FFC0CB,Rosado,XS,21RPNSUDROSX62,37,73,6852ddc311304d6fc7c26cfa,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:26:17.000Z,0
6852ddc311304d6fc7c26cff,#FFC0CB,Rosado,S,21RPNSUDROSS38,135,122,6852ddc311304d6fc7c26cfa,6852dbf5c4a6f8d1a81074f6,2025-04-17T00:26:17.000Z,0
6852ddc311304d6fc7c26d06,#FFC0CB,Rosado,Único,22TECACCROSÚ34,132,57,6852ddc311304d6fc7c26d05,6852dbf5c4a6f8d1a81074f6,2025-04-17T02:33:17.000Z,0
6852ddc311304d6fc7c26d0a,#0000FF,Azul,35,23CANBOTAZU390,-26,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d0b,#0000FF,Azul,43,23CANBOTAZU400,4,164,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d0c,#0000FF,Azul,36,23CANBOTAZU377,-1,202,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d0d,#0000FF,Azul,42,23CANBOTAZU428,-11,168,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d0e,#0000FF,Azul,40,23CANBOTAZU421,-26,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d0f,#0000FF,Azul,38,23CANBOTAZU378,-26,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d10,#0000FF,Azul,39,23CANBOTAZU350,-5,199,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d11,#FF0000,Rojo,43,23CANBOTROJ461,-27,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d12,#FF0000,Rojo,35,23CANBOTROJ341,-27,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d13,#FF0000,Rojo,38,23CANBOTROJ335,-5,137,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
6852ddc311304d6fc7c26d14,#FF0000,Rojo,40,23CANBOTROJ402,-26,0,6852ddc311304d6fc7c26d09,6852dbf5c4a6f8d1a81074f6,2025-04-17T01:50:17.000Z,0
